,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,titleId,ordering_x,title,region,language,types,attributes,isOriginalTitle,Rank,Genre,Budget,Running Time,Gross,Theaters,Total Gross,Release Date,Distributor,Estimated,Year,ordering_y,nconst,category,job,characters,primaryName,birthYear,deathYear,primaryProfession,knownForTitles
10,tt4034354,movie,Swiss Army Man,Swiss Army Man,0.0,2016.0,,97.0,"Comedy,Drama,Fantasy",tt4034354,19.0,Swiss Army Man,US,,imdbDisplay,,0.0,177.0,-,-,-,"$4,210,454",636,"$4,210,454",Jun 24,A24,False,2016.0,3.0,nm0935541,actress,,"[""Sarah""]",Mary Elizabeth Winstead,1984.0,,"actress,producer,soundtrack","tt1028528,tt1179933,tt0446029,tt7713068"
11,tt1179933,movie,10 Cloverfield Lane,10 Cloverfield Lane,0.0,2016.0,,103.0,"Action,Drama,Horror",tt1179933,19.0,10 Cloverfield Lane,US,,imdbDisplay,,0.0,44.0,-,-,-,"$72,082,998",3427,"$72,082,998",Mar 11,Paramount Pictures,False,2016.0,3.0,nm0302330,actor,,"[""Emmett""]",John Gallagher Jr.,1984.0,,"actor,soundtrack","tt2370248,tt5022702,tt6850820,tt1179933"
12,tt8004664,movie,Come Play,Come Play,0.0,2020.0,,96.0,"Drama,Horror,Mystery",tt8004664,20.0,Come Play,US,,imdbDisplay,,0.0,43.0,-,-,-,"$9,505,540",2183,"$10,475,990",Oct 30,Focus Features,False,2020.0,3.0,nm0302330,actor,,"[""Marty""]",John Gallagher Jr.,1984.0,,"actor,soundtrack","tt2370248,tt5022702,tt6850820,tt1179933"
13,tt6850820,movie,Peppermint,Peppermint,0.0,2018.0,,101.0,"Action,Crime,Drama",tt6850820,10.0,Peppermint,US,,imdbDisplay,,0.0,84.0,-,-,-,"$35,418,723",2980,"$35,418,723",Sep 7,STX Entertainment,False,2018.0,2.0,nm0302330,actor,,"[""Detective Stan Carmichael""]",John Gallagher Jr.,1984.0,,"actor,soundtrack","tt2370248,tt5022702,tt6850820,tt1179933"
14,tt1082807,movie,The Belko Experiment,The Belko Experiment,0.0,2016.0,,89.0,"Horror,Thriller",tt1082807,15.0,The Belko Experiment,US,,imdbDisplay,,0.0,135.0,-,-,-,"$10,166,820",1341,"$10,166,820",Mar 17,BH Tilt,False,2017.0,1.0,nm0302330,actor,,"[""Mike Milch""]",John Gallagher Jr.,1984.0,,"actor,soundtrack","tt2370248,tt5022702,tt6850820,tt1179933"
15,tt1179933,movie,10 Cloverfield Lane,10 Cloverfield Lane,0.0,2016.0,,103.0,"Action,Drama,Horror",tt1179933,19.0,10 Cloverfield Lane,US,,imdbDisplay,,0.0,44.0,-,-,-,"$72,082,998",3427,"$72,082,998",Mar 11,Paramount Pictures,False,2016.0,4.0,nm0341174,actor,,"[""Driver""]",Douglas M. Griffin,1966.0,,actor,"tt3729898,tt1881002,tt1860357"
16,tt1860357,movie,Deepwater Horizon,Deepwater Horizon,0.0,2016.0,,107.0,"Action,Drama,History",tt1860357,10.0,Deepwater Horizon,US,,imdbDisplay,,0.0,53.0,-,-,-,"$61,433,527",3403,"$61,433,527",Sep 30,Lionsgate,False,2016.0,3.0,nm0341174,actor,,"[""Landry""]",Douglas M. Griffin,1966.0,,actor,"tt3729898,tt1881002,tt1860357"
17,tt1179933,movie,10 Cloverfield Lane,10 Cloverfield Lane,0.0,2016.0,,103.0,"Action,Drama,Horror",tt1179933,19.0,10 Cloverfield Lane,US,,imdbDisplay,,0.0,44.0,-,-,-,"$72,082,998",3427,"$72,082,998",Mar 11,Paramount Pictures,False,2016.0,5.0,nm0870469,director,,,Dan Trachtenberg,,,"music_department,director,writer","tt2085059,tt10478054,tt1179933,tt1190634"
18,tt1179933,movie,10 Cloverfield Lane,10 Cloverfield Lane,0.0,2016.0,,103.0,"Action,Drama,Horror",tt1179933,19.0,10 Cloverfield Lane,US,,imdbDisplay,,0.0,44.0,-,-,-,"$72,082,998",3427,"$72,082,998",Mar 11,Paramount Pictures,False,2016.0,6.0,nm1061091,writer,screenplay by,,Josh Campbell,,,"writer,editorial_department,editor","tt0187738,tt0159273,tt0311429,tt1179933"
19,tt1179933,movie,10 Cloverfield Lane,10 Cloverfield Lane,0.0,2016.0,,103.0,"Action,Drama,Horror",tt1179933,19.0,10 Cloverfield Lane,US,,imdbDisplay,,0.0,44.0,-,-,-,"$72,082,998",3427,"$72,082,998",Mar 11,Paramount Pictures,False,2016.0,7.0,nm1173295,writer,screenplay by,,Matthew Stuecken,,,"writer,producer,script_department","tt1046173,tt0318766,tt0859163,tt1179933"
20,tt1179933,movie,10 Cloverfield Lane,10 Cloverfield Lane,0.0,2016.0,,103.0,"Action,Drama,Horror",tt1179933,19.0,10 Cloverfield Lane,US,,imdbDisplay,,0.0,44.0,-,-,-,"$72,082,998",3427,"$72,082,998",Mar 11,Paramount Pictures,False,2016.0,8.0,nm3227090,writer,screenplay by,,Damien Chazelle,1985.0,,"producer,writer,director","tt3783958,tt1213641,tt2582802,tt1179933"
21,tt1213641,movie,First Man,First Man,0.0,2018.0,,141.0,"Biography,Drama,History",tt1213641,27.0,First Man,US,,imdbDisplay,,0.0,69.0,-,-,-,"$44,923,035",3640,"$44,936,545",Oct 12,Universal Pictures,False,2018.0,5.0,nm3227090,director,,,Damien Chazelle,1985.0,,"producer,writer,director","tt3783958,tt1213641,tt2582802,tt1179933"
22,tt3783958,movie,La La Land,La La Land,0.0,2016.0,,128.0,"Comedy,Drama,Music",tt3783958,39.0,LaLa Land,US,,,informal alternative title,0.0,87.0,-,-,-,"$30,980,271",3236,"$151,101,803",Dec 9,Lionsgate,False,2016.0,5.0,nm3227090,director,,,Damien Chazelle,1985.0,,"producer,writer,director","tt3783958,tt1213641,tt2582802,tt1179933"
23,tt2582802,movie,Whiplash,Whiplash,0.0,2014.0,,106.0,"Drama,Music",tt2582802,11.0,Whiplash,US,,imdbDisplay,,0.0,149.0,-,-,-,"$7,460,167",567,"$13,092,000",Oct 10,Sony Pictures Classics,False,2015.0,5.0,nm3227090,director,,,Damien Chazelle,1985.0,,"producer,writer,director","tt3783958,tt1213641,tt2582802,tt1179933"
24,tt1179933,movie,10 Cloverfield Lane,10 Cloverfield Lane,0.0,2016.0,,103.0,"Action,Drama,Horror",tt1179933,19.0,10 Cloverfield Lane,US,,imdbDisplay,,0.0,44.0,-,-,-,"$72,082,998",3427,"$72,082,998",Mar 11,Paramount Pictures,False,2016.0,9.0,nm0009190,producer,producer,,J.J. Abrams,1966.0,,"producer,writer,music_department","tt0796366,tt2488496,tt0411008,tt2527338"
25,tt4912910,movie,Mission: Impossible - Fallout,Mission: Impossible - Fallout,0.0,2018.0,,147.0,"Action,Adventure,Thriller",tt4912910,25.0,Mission: Impossible VI,US,en,alternative,,0.0,8.0,-,-,-,"$220,159,104",4395,"$220,159,104",Jul 27,Paramount Pictures,False,2018.0,7.0,nm0009190,producer,producer,,J.J. Abrams,1966.0,,"producer,writer,music_department","tt0796366,tt2488496,tt0411008,tt2527338"
26,tt2381249,movie,Mission: Impossible - Rogue Nation,Mission: Impossible - Rogue Nation,0.0,2015.0,,131.0,"Action,Adventure,Thriller",tt2381249,17.0,Mission: Impossible 5,US,,working,,0.0,12.0,-,-,-,"$195,042,377",3988,"$195,042,377",Jul 31,Paramount Pictures,False,2015.0,8.0,nm0009190,producer,producer,,J.J. Abrams,1966.0,,"producer,writer,music_department","tt0796366,tt2488496,tt0411008,tt2527338"
27,tt4530422,movie,Overlord,Overlord,0.0,2018.0,,110.0,"Action,Horror,Sci-Fi",tt4530422,25.0,Overlord,US,,imdbDisplay,,0.0,109.0,-,-,-,"$21,704,844",2859,"$21,704,844",Nov 9,Paramount Pictures,False,2018.0,8.0,nm0009190,producer,producer,,J.J. Abrams,1966.0,,"producer,writer,music_department","tt0796366,tt2488496,tt0411008,tt2527338"
28,tt2527338,movie,Star Wars: Episode IX - The Rise of Skywalker,Star Wars: Episode IX - The Rise of Skywalker,0.0,2019.0,,141.0,"Action,Adventure,Fantasy",tt2527338,25.0,Star Wars: The Rise of Skywalker,US,,,poster title,0.0,6.0,-,-,-,"$390,706,234",4406,"$515,202,542",Dec 20,Walt Disney Studios Motion Pictures,False,2019.0,5.0,nm0009190,director,,,J.J. Abrams,1966.0,,"producer,writer,music_department","tt0796366,tt2488496,tt0411008,tt2527338"
29,tt2488496,movie,Star Wars: Episode VII - The Force Awakens,Star Wars: Episode VII - The Force Awakens,0.0,2015.0,,138.0,"Action,Adventure,Sci-Fi",tt2488496,46.0,Star Wars: The Force Awakens,US,,imdbDisplay,,0.0,2.0,-,-,-,"$651,967,269",4134,"$936,662,225",Dec 18,Walt Disney Studios Motion Pictures,False,2015.0,5.0,nm0009190,director,,,J.J. Abrams,1966.0,,"producer,writer,music_department","tt0796366,tt2488496,tt0411008,tt2527338"
30,tt8774798,movie,100% Wolf,100% Wolf,0.0,2020.0,,96.0,"Adventure,Animation,Comedy",tt8774798,15.0,100% Wolf,US,,imdbDisplay,,0.0,130.0,-,-,-,"$514,957",124,"$658,764",Oct 9,Viva Pictures,False,2020.0,10.0,nm2904825,producer,producer,,Alexia Gates-Foale,,,"miscellaneous,producer,production_manager","tt2257959,tt6601082,tt12415378,tt7784624"
31,tt8774798,movie,100% Wolf,100% Wolf,0.0,2020.0,,96.0,"Adventure,Animation,Comedy",tt8774798,15.0,100% Wolf,US,,imdbDisplay,,0.0,130.0,-,-,-,"$514,957",124,"$658,764",Oct 9,Viva Pictures,False,2020.0,1.0,nm10921740,actress,,"[""Twitchy""]",Loren Gray,,,actress,"tt10638706,tt8774798,tt10737358,tt13358156"
32,tt8774798,movie,100% Wolf,100% Wolf,0.0,2020.0,,96.0,"Adventure,Animation,Comedy",tt8774798,15.0,100% Wolf,US,,imdbDisplay,,0.0,130.0,-,-,-,"$514,957",124,"$658,764",Oct 9,Viva Pictures,False,2020.0,2.0,nm2433030,actress,,"[""Harriet""]",Adriane Daff,,,"actress,writer,producer","tt4693358,tt5420028,tt7141826,tt7320104"
33,tt8774798,movie,100% Wolf,100% Wolf,0.0,2020.0,,96.0,"Adventure,Animation,Comedy",tt8774798,15.0,100% Wolf,US,,imdbDisplay,,0.0,130.0,-,-,-,"$514,957",124,"$658,764",Oct 9,Viva Pictures,False,2020.0,3.0,nm0528331,actress,,"[""The Commander""]",Jane Lynch,1960.0,,"actress,soundtrack,producer","tt0310281,tt0430922,tt1327801,tt1772341"
34,tt8774798,movie,100% Wolf,100% Wolf,0.0,2020.0,,96.0,"Adventure,Animation,Comedy",tt8774798,15.0,100% Wolf,US,,imdbDisplay,,0.0,130.0,-,-,-,"$514,957",124,"$658,764",Oct 9,Viva Pictures,False,2020.0,4.0,nm2541974,actor,,"[""Flasheart""]",Jai Courtney,1986.0,,actor,"tt1840309,tt1606378,tt1386697,tt1340138"
35,tt1838556,movie,Honest Thief,Honest Thief,0.0,2020.0,,99.0,"Action,Crime,Drama",tt1838556,16.0,Honest Thief,US,,imdbDisplay,,0.0,32.0,-,-,-,"$14,163,574",2502,"$14,163,574",Oct 9,Open Road Films (II),False,2020.0,3.0,nm2541974,actor,,"[""John Nivens""]",Jai Courtney,1986.0,,actor,"tt1840309,tt1606378,tt1386697,tt1340138"
36,tt1340138,movie,Terminator Genisys,Terminator Genisys,0.0,2015.0,,126.0,"Action,Adventure,Sci-Fi",tt1340138,25.0,Terminator: Genesis,US,,working,,0.0,31.0,-,-,-,"$89,760,956",3783,"$89,760,956",Jul 1,Paramount Pictures,False,2015.0,4.0,nm2541974,actor,,"[""Kyle Reese""]",Jai Courtney,1986.0,,actor,"tt1840309,tt1606378,tt1386697,tt1340138"
37,tt3007512,movie,The Water Diviner,The Water Diviner,0.0,2014.0,,111.0,"Drama,History,War",tt3007512,14.0,The Water Diviner,US,,imdbDisplay,,0.0,174.0,-,-,-,"$4,196,641",385,"$4,196,641",Apr 24,Warner Bros.,False,2015.0,3.0,nm2541974,actor,,"[""Lt Colonel Hughes""]",Jai Courtney,1986.0,,actor,"tt1840309,tt1606378,tt1386697,tt1340138"
38,tt8774798,movie,100% Wolf,100% Wolf,0.0,2020.0,,96.0,"Adventure,Animation,Comedy",tt8774798,15.0,100% Wolf,US,,imdbDisplay,,0.0,130.0,-,-,-,"$514,957",124,"$658,764",Oct 9,Viva Pictures,False,2020.0,5.0,nm0821128,director,,,Alexs Stadermann,,,"animation_department,miscellaneous,director","tt6685596,tt1219342,tt0113198,tt0318403"
39,tt8774798,movie,100% Wolf,100% Wolf,0.0,2020.0,,96.0,"Adventure,Animation,Comedy",tt8774798,15.0,100% Wolf,US,,imdbDisplay,,0.0,130.0,-,-,-,"$514,957",124,"$658,764",Oct 9,Viva Pictures,False,2020.0,6.0,nm0020001,writer,story contribution,,Ranald Allan,,,"script_department,writer,actor","tt0104065,tt0099323,tt0097794,tt0096183"
40,tt8774798,movie,100% Wolf,100% Wolf,0.0,2020.0,,96.0,"Adventure,Animation,Comedy",tt8774798,15.0,100% Wolf,US,,imdbDisplay,,0.0,130.0,-,-,-,"$514,957",124,"$658,764",Oct 9,Viva Pictures,False,2020.0,7.0,nm8500695,writer,story contribution,,David Breen,,,"script_department,writer,producer","tt12415378,tt6075002,tt8774798,tt7094632"
41,tt8774798,movie,100% Wolf,100% Wolf,0.0,2020.0,,96.0,"Adventure,Animation,Comedy",tt8774798,15.0,100% Wolf,US,,imdbDisplay,,0.0,130.0,-,-,-,"$514,957",124,"$658,764",Oct 9,Viva Pictures,False,2020.0,8.0,nm1168930,writer,screenplay by,,Fin Edquist,,,"writer,script_department,producer","tt3598108,tt2022572,tt1442566,tt1488582"
42,tt8774798,movie,100% Wolf,100% Wolf,0.0,2020.0,,96.0,"Adventure,Animation,Comedy",tt8774798,15.0,100% Wolf,US,,imdbDisplay,,0.0,130.0,-,-,-,"$514,957",124,"$658,764",Oct 9,Viva Pictures,False,2020.0,9.0,nm0954260,writer,story contribution,,Tiffany Zehnal,,,"writer,miscellaneous,script_department","tt14123946,tt0118506,tt0318443,tt1752076"
43,tt1413492,movie,12 Strong,12 Strong,0.0,2018.0,,130.0,"Action,Drama,History",tt1413492,17.0,12 Strong,US,,imdbDisplay,,0.0,67.0,-,-,-,"$45,819,713",3018,"$45,819,713",Jan 19,Warner Bros.,False,2018.0,10.0,nm0524745,producer,producer,,Thad Luckinbill,1975.0,,"actor,producer","tt3397884,tt0305711,tt3783958,tt5052474"
44,tt3397884,movie,Sicario,Sicario,0.0,2015.0,,121.0,"Action,Crime,Drama",tt3397884,4.0,Sicario,US,,imdbDisplay,,0.0,62.0,-,-,-,"$46,770,373",2620,"$46,889,293",Sep 18,Lionsgate,False,2015.0,8.0,nm0524745,producer,producer,,Thad Luckinbill,1975.0,,"actor,producer","tt3397884,tt0305711,tt3783958,tt5052474"
45,tt5052474,movie,Sicario: Day of the Soldado,Sicario: Day of the Soldado,0.0,2018.0,,122.0,"Action,Adventure,Crime",tt5052474,12.0,Sicario 2,US,,working,,0.0,60.0,-,-,-,"$50,072,235",3055,"$50,072,235",Jun 29,Sony Pictures Entertainment (SPE),False,2018.0,8.0,nm0524745,producer,producer,,Thad Luckinbill,1975.0,,"actor,producer","tt3397884,tt0305711,tt3783958,tt5052474"
46,tt1413492,movie,12 Strong,12 Strong,0.0,2018.0,,130.0,"Action,Drama,History",tt1413492,17.0,12 Strong,US,,imdbDisplay,,0.0,67.0,-,-,-,"$45,819,713",3018,"$45,819,713",Jan 19,Warner Bros.,False,2018.0,1.0,nm1165110,actor,,"[""Captain Mitch Nelson""]",Chris Hemsworth,1983.0,,"actor,producer,soundtrack","tt1735898,tt0848228,tt0800369,tt3501632"
47,tt2395427,movie,Avengers: Age of Ultron,Avengers: Age of Ultron,0.0,2015.0,,141.0,"Action,Adventure,Sci-Fi",tt2395427,15.0,The Avengers 2,US,,working,,0.0,3.0,-,-,-,"$459,005,868",4276,"$459,005,868",May 1,Walt Disney Studios Motion Pictures,False,2015.0,4.0,nm1165110,actor,,"[""Thor""]",Chris Hemsworth,1983.0,,"actor,producer,soundtrack","tt1735898,tt0848228,tt0800369,tt3501632"
48,tt4154796,movie,Avengers: Endgame,Avengers: Endgame,0.0,2019.0,,181.0,"Action,Adventure,Drama",tt4154796,14.0,Avengers 4,US,,,informal title,0.0,1.0,-,-,-,"$858,373,000",4662,"$858,373,000",Apr 26,Walt Disney Studios Motion Pictures,False,2019.0,4.0,nm1165110,actor,,"[""Thor""]",Chris Hemsworth,1983.0,,"actor,producer,soundtrack","tt1735898,tt0848228,tt0800369,tt3501632"
49,tt4154756,movie,Avengers: Infinity War,Avengers: Infinity War,0.0,2018.0,,149.0,"Action,Adventure,Sci-Fi",tt4154756,13.0,Avengers: Infinity War,US,en,,,0.0,2.0,-,-,-,"$678,815,482",4474,"$678,815,482",Apr 27,Walt Disney Studios Motion Pictures,False,2018.0,2.0,nm1165110,actor,,"[""Thor""]",Chris Hemsworth,1983.0,,"actor,producer,soundtrack","tt1735898,tt0848228,tt0800369,tt3501632"
50,tt2717822,movie,Blackhat,Blackhat,0.0,2015.0,,133.0,"Action,Crime,Thriller",tt2717822,16.0,Blackhat,US,,imdbDisplay,,0.0,145.0,-,-,-,"$8,005,980",2568,"$8,005,980",Jan 16,Universal Pictures,False,2015.0,1.0,nm1165110,actor,,"[""Nick Hathaway""]",Chris Hemsworth,1983.0,,"actor,producer,soundtrack","tt1735898,tt0848228,tt0800369,tt3501632"
51,tt1390411,movie,In the Heart of the Sea,In the Heart of the Sea,0.0,2015.0,,122.0,"Action,Adventure,Biography",tt1390411,30.0,In the Heart of the Sea,US,,imdbDisplay,,0.0,99.0,-,-,-,"$23,063,385",3103,"$25,020,758",Dec 11,Warner Bros.,False,2015.0,1.0,nm1165110,actor,,"[""Owen Chase""]",Chris Hemsworth,1983.0,,"actor,producer,soundtrack","tt1735898,tt0848228,tt0800369,tt3501632"
52,tt2283336,movie,Men in Black: International,Men in Black: International,0.0,2019.0,,114.0,"Action,Adventure,Comedy",tt2283336,17.0,Men in Black 4,US,,working,,0.0,36.0,-,-,-,"$80,001,807",4224,"$80,001,807",Jun 14,Sony Pictures Entertainment (SPE),False,2019.0,1.0,nm1165110,actor,,"[""Agent H""]",Chris Hemsworth,1983.0,,"actor,producer,soundtrack","tt1735898,tt0848228,tt0800369,tt3501632"
53,tt2381991,movie,The Huntsman: Winter's War,The Huntsman: Winter's War,0.0,2016.0,,114.0,"Action,Adventure,Drama",tt2381991,18.0,Snow White and the Huntsman 2,US,,working,,0.0,64.0,-,-,-,"$48,390,190",3802,"$48,390,190",Apr 22,Universal Pictures,False,2016.0,1.0,nm1165110,actor,,"[""The Huntsman"",""Eric""]",Chris Hemsworth,1983.0,,"actor,producer,soundtrack","tt1735898,tt0848228,tt0800369,tt3501632"
54,tt3501632,movie,Thor: Ragnarok,Thor: Ragnarok,0.0,2017.0,,130.0,"Action,Adventure,Comedy",tt3501632,17.0,Thor: Ragnarok,US,,imdbDisplay,,0.0,7.0,-,-,-,"$311,225,150",4080,"$315,058,289",Nov 3,Walt Disney Studios Motion Pictures,False,2017.0,1.0,nm1165110,actor,,"[""Thor""]",Chris Hemsworth,1983.0,,"actor,producer,soundtrack","tt1735898,tt0848228,tt0800369,tt3501632"
55,tt1413492,movie,12 Strong,12 Strong,0.0,2018.0,,130.0,"Action,Drama,History",tt1413492,17.0,12 Strong,US,,imdbDisplay,,0.0,67.0,-,-,-,"$45,819,713",3018,"$45,819,713",Jan 19,Warner Bros.,False,2018.0,2.0,nm0788335,actor,,"[""Hal Spencer""]",Michael Shannon,1974.0,,"actor,soundtrack,producer","tt1675192,tt2649554,tt2891174,tt5580390"
56,tt2649554,movie,Midnight Special,Midnight Special,0.0,2016.0,,112.0,"Drama,Mystery,Sci-Fi",tt2649554,19.0,Midnight Special,US,,imdbDisplay,,0.0,186.0,-,-,-,"$3,712,282",521,"$3,712,282",Mar 18,Warner Bros.,False,2016.0,1.0,nm0788335,actor,,"[""Roy""]",Michael Shannon,1974.0,,"actor,soundtrack,producer","tt1675192,tt2649554,tt2891174,tt5580390"
57,tt4550098,movie,Nocturnal Animals,Nocturnal Animals,0.0,2016.0,,116.0,"Drama,Thriller",tt4550098,45.0,Tony and Susan,US,,,original script title,0.0,144.0,-,-,-,"$10,107,726",1262,"$10,663,357",Nov 18,Focus Features,False,2016.0,3.0,nm0788335,actor,,"[""Bobby Andes""]",Michael Shannon,1974.0,,"actor,soundtrack,producer","tt1675192,tt2649554,tt2891174,tt5580390"
58,tt5580390,movie,The Shape of Water,The Shape of Water,0.0,2017.0,,123.0,"Adventure,Drama,Fantasy",tt5580390,37.0,The Shape of Water,US,en,,,0.0,118.0,-,-,-,"$15,670,177",2341,"$63,859,435",Dec 1,Fox Searchlight Pictures,False,2017.0,3.0,nm0788335,actor,,"[""Richard Strickland""]",Michael Shannon,1974.0,,"actor,soundtrack,producer","tt1675192,tt2649554,tt2891174,tt5580390"
59,tt1413492,movie,12 Strong,12 Strong,0.0,2018.0,,130.0,"Action,Drama,History",tt1413492,17.0,12 Strong,US,,imdbDisplay,,0.0,67.0,-,-,-,"$45,819,713",3018,"$45,819,713",Jan 19,Warner Bros.,False,2018.0,3.0,nm0671567,actor,,"[""Sam Diller""]",Michael Peña,1976.0,,"actor,producer","tt0375679,tt0822854,tt1800241,tt1855199"
60,tt5095030,movie,Ant-Man and the Wasp,Ant-Man and the Wasp,0.0,2018.0,,118.0,"Action,Adventure,Comedy",tt5095030,34.0,Untitled Ant-Man Sequel,US,,working,,0.0,9.0,-,-,-,"$216,648,740",4206,"$216,648,740",Jul 6,Walt Disney Studios Motion Pictures,False,2018.0,3.0,nm0671567,actor,,"[""Luis""]",Michael Peña,1976.0,,"actor,producer","tt0375679,tt0822854,tt1800241,tt1855199"
61,tt0493405,movie,CHIPS,CHIPS,0.0,2017.0,,100.0,"Action,Comedy,Crime",tt0493405,20.0,CHIPS,US,,imdbDisplay,,0.0,107.0,-,-,-,"$18,600,152",2464,"$18,600,152",Mar 24,Warner Bros.,False,2017.0,1.0,nm0671567,actor,,"[""Ponch""]",Michael Peña,1976.0,,"actor,producer","tt0375679,tt0822854,tt1800241,tt1855199"
62,tt4682786,movie,Collateral Beauty,Collateral Beauty,0.0,2016.0,,97.0,"Drama,Romance",tt4682786,8.0,Collateral Beauty,US,,imdbDisplay,,0.0,102.0,-,-,-,"$24,342,478",3028,"$31,016,021",Dec 16,Warner Bros.,False,2016.0,4.0,nm0671567,actor,,"[""Simon""]",Michael Peña,1976.0,,"actor,producer","tt0375679,tt0822854,tt1800241,tt1855199"
63,tt7547410,movie,Dora and the Lost City of Gold,Dora and the Lost City of Gold,0.0,2019.0,,102.0,"Action,Adventure,Comedy",tt7547410,14.0,Dora and the Lost City of Gold,US,,imdbDisplay,,0.0,47.0,-,-,-,"$60,477,943",3735,"$60,477,943",Aug 9,Paramount Pictures,False,2019.0,3.0,nm0671567,actor,,"[""Cole""]",Michael Peña,1976.0,,"actor,producer","tt0375679,tt0822854,tt1800241,tt1855199"
